Period,Country,Area,Type,Fatal (Y/N),Time
1997-2016,SOUTH AFRICA,Western Cape Province,Unprovoked,N,Afternoon
1916-1936,SOUTH AFRICA,KwaZulu-Natal,Provoked,N,Unspecified
1916-1936,SOUTH AFRICA,KwaZulu-Natal,Provoked,N,Unspecified
1997-2016,SOUTH AFRICA,Western Cape Province,Unprovoked,Y,Morning
1997-2016,SOUTH AFRICA,Eastern Cape Province,Unprovoked,N,Morning
1997-2016,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,N,Afternoon
1997-2016,SOUTH AFRICA,Western Cape Province,Unprovoked,N,Unspecified
1997-2016,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Y,day
1997-2016,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,N,Unspecified
1916-1936,SOUTH AFRICA,Western Cape Province,Provoked,N,Unspecified
1997-2016,SOUTH AFRICA,Eastern Cape Province,Unprovoked,N,Unspecified
1997-2016,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Y,Afternoon
1997-2016,SOUTH AFRICA,Western Cape Province,Unprovoked,N,Afternoon
1997-2016,SOUTH AFRICA,Western Cape Province,Unprovoked,Y,Unspecified
1997-2016,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,N,Unspecified
1997-2016,SOUTH AFRICA,Eastern Cape Province,Unprovoked,N,Morning
1937-1956,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,N,Unspecified
1957-1976,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Y,Unspecified
1957-1976,SOUTH AFRICA,KwaZulu-Natal,Unspecified,N,Unspecified
1957-1976,SOUTH AFRICA,Western Cape Province,Unprovoked,Y,Unspecified
1957-1976,SOUTH AFRICA,Eastern Cape Province,Provoked,N,Unspecified
1997-2016,SOUTH AFRICA,Eastern Cape Province,Unprovoked,N,Unspecified
1997-2016,SOUTH AFRICA,Eastern Cape Province,Unprovoked,N,Morning
1997-2016,SOUTH AFRICA,Eastern Cape Province,Unprovoked,N,Morning
1957-1976,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Y,Morning
1957-1976,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,N,Evening
1957-1976,SOUTH AFRICA,Western Cape Province,Provoked,N,Unspecified
1957-1976,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Y,Unspecified
1957-1976,SOUTH AFRICA,Western Cape Province,Unspecified,N,Unspecified
1957-1976,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,N,Afternoon
1997-2016,SOUTH AFRICA,KwaZulu-Natal between Port Edward and Port St Johns,Unprovoked,N, 
1957-1976,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,N,Afternoon
1997-2016,SOUTH AFRICA,Western Cape Province,Unprovoked,N,Just1200
1997-2016,SOUTH AFRICA,Eastern Cape Province,Unprovoked,N,Afternoon
1957-1976,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,N,Afternoon
1957-1976,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,N,Morning
1957-1976,SOUTH AFRICA,Western Cape Province,Provoked,N,Unspecified
1997-2016,SOUTH AFRICA,Western Cape Province,Unprovoked,N,Afternoon
1957-1976,SOUTH AFRICA,Eastern Cape Province,Unprovoked,N,Morning
1997-2016,SOUTH AFRICA,Eastern Cape Province,Unprovoked,N,Unspecified
1957-1976,SOUTH AFRICA,Western Cape Province,Provoked,N,Unspecified
1957-1976,SOUTH AFRICA,KwaZulu-Natal,Provoked,N,Unspecified
1957-1976,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,N,Afternoon
1957-1976,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Y,Afternoon
1997-2016,SOUTH AFRICA,Eastern Cape Province,Unprovoked,N,Unspecified
1997-2016,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,N,Unspecified
1957-1976,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Y,Afternoon
1957-1976,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Y,Afternoon
1957-1976,SOUTH AFRICA,Western Cape Province,Provoked,N,Unspecified
1957-1976,SOUTH AFRICA,Western Cape Province,Unprovoked,N,Afternoon
1957-1976,SOUTH AFRICA,Western Cape Province,Provoked,N,Unspecified
1997-2016,SOUTH AFRICA,Western Cape Province,Unprovoked,Y,Morning
1957-1976,SOUTH AFRICA,Western Cape Province,Unprovoked,N,Afternoon
1997-2016,SOUTH AFRICA,Western Cape Province,Unprovoked,N,Afternoon
1997-2016,SOUTH AFRICA,Eastern Cape Province,Unprovoked,N,Unspecified
1997-2016,SOUTH AFRICA,Western Cape Province,Unprovoked,N,Morning
1997-2016,SOUTH AFRICA,Western Cape Province,Unprovoked,N,Afternoon
1957-1976,SOUTH AFRICA,Western Cape Province,Provoked,N,Unspecified
1997-2016,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,N,Unspecified
1957-1976,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Y,Afternoon
1957-1976,SOUTH AFRICA,KwaZulu-Natal,Unspecified,N,Unspecified
1957-1976,SOUTH AFRICA,KwaZulu-Natal,Unspecified,Y,Unspecified
1957-1976,SOUTH AFRICA,Western Cape Province,Unprovoked,N,Afternoon
1997-2016,SOUTH AFRICA,Western Cape Province,Unprovoked,N,Afternoon
1957-1976,SOUTH AFRICA,Western Cape Province,Provoked,N,Unspecified
1997-2016,SOUTH AFRICA,Eastern Cape Province,Unprovoked,N,Unspecified
1957-1976,SOUTH AFRICA,Eastern Cape Province,Unprovoked,N,Unspecified
1997-2016,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,N,Evening
1997-2016,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,N,Evening
1957-1976,SOUTH AFRICA,Eastern Cape Province,Provoked,N,Unspecified
1997-2016,SOUTH AFRICA,Western Cape Province,Unspecified,Y,Unspecified
1957-1976,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,N,Afternoon
1957-1976,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Y,Morning
1997-2016,SOUTH AFRICA,Eastern Cape Province,Unprovoked,N,Unspecified
1957-1976,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Y,Afternoon
1957-1976,SOUTH AFRICA,Eastern Cape Province,Provoked,N,Unspecified
1997-2016,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,N,Sunset
1957-1976,SOUTH AFRICA,Western Cape Province,Provoked,N,Unspecified
1977-1996,UNITED KINGDOM,Unspecified,Provoked,N,Unspecified
1937-1956,UNITED KINGDOM,Isle of Man,Provoked,N,Unspecified
1957-1976,UNITED KINGDOM,Gibraltar,Provoked,N,Unspecified
1916-1936,UNITED KINGDOM,Isle of Wight,Unspecified,N,Unspecified
1997-2016,UNITED KINGDOM,Easter Ross,Provoked,N,Unspecified
1997-2016,UNITED KINGDOM,Moray,Unprovoked,N,Unspecified
1916-1936,UNITED KINGDOM,Dorset,Provoked,N,Unspecified
1957-1976,UNITED KINGDOM,Unspecified,Provoked,N,Unspecified
1916-1936,UNITED KINGDOM,Isle of Wight,Unprovoked,N,Morning
1997-2016,UNITED KINGDOM,Inner Hebrides,Provoked,N,Unspecified
1997-2016,UNITED KINGDOM,Cheshire,Provoked,N,Unspecified
1916-1936,UNITED KINGDOM,East Yorkshire,Unprovoked,Y,Unspecified
1957-1976,UNITED KINGDOM,Devon,Unprovoked,N,Unspecified
1937-1956,UNITED KINGDOM,Cornwall,Provoked,Y,Unspecified
1957-1976,UNITED KINGDOM,In the English Channel ,Provoked,N,Unspecified
1997-2016,UNITED KINGDOM,Cheshire,Provoked,N,Unspecified
1937-1956,UNITED KINGDOM,Argyll,Unprovoked,N,Unspecified
1937-1956,UNITED KINGDOM,Arran,Provoked,N,Unspecified
1937-1956,UNITED KINGDOM,Argyllshire,Provoked,N,Unspecified
1997-2016,UNITED KINGDOM,North Devon,Provoked,N,Unspecified
1937-1956,UNITED KINGDOM,Cornwall,Provoked,Y,Unspecified
1957-1976,UNITED KINGDOM,Unspecified,Unprovoked,N,Unspecified
1997-2016,UNITED KINGDOM,Worcestershire,Provoked,N,Unspecified
1997-2016,UNITED KINGDOM,Kent,Provoked,N,Afternoon
1997-2016,UNITED KINGDOM,Devon,Provoked,N,Afternoon
1997-2016,UNITED KINGDOM,Fife,Provoked,N,Afternoon
1997-2016,UNITED KINGDOM,Cornwall,Provoked,N,Unspecified
1916-1936,UNITED KINGDOM,Dorset,Provoked,N,Unspecified
1997-2016,UNITED KINGDOM,Sussex,Provoked,N,Unspecified
1957-1976,USA,Oregon,Unprovoked,N,Morning
1916-1936,USA,Florida,Unprovoked,Y,Unspecified
1916-1936,USA,New Jersey,Provoked,N,Unspecified
1916-1936,USA,Florida,Unprovoked,N,Morning
1916-1936,USA,New Jersey,Provoked,N,Unspecified
1916-1936,USA,Texas,Unspecified,Y,Unspecified
1957-1976,USA,California,Unprovoked,N,Unspecified
1957-1976,USA,California,Unprovoked,N,Unspecified
1957-1976,USA,Hawaii,Unprovoked,Y,Unspecified
1957-1976,USA,California,Unprovoked,N,Morning
1957-1976,USA,California,Unprovoked,N,Afternoon
1957-1976,USA,Florida,Unspecified,Y,Unspecified
1916-1936,USA,Texas,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Unspecified
1916-1936,USA,New Jersey,Provoked,N,Unspecified
1916-1936,USA,New Jersey,Unprovoked,N,Unspecified
1916-1936,USA,Hawaii,Unspecified,Y,Unspecified
1916-1936,USA,Hawaii,Unspecified,Y,Unspecified
1916-1936,USA,Florida,Unprovoked,N,Unspecified
1916-1936,USA,South Carolina,Unprovoked,N,Unspecified
1916-1936,USA,New Jersey,Provoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Morning
1916-1936,USA,Hawaii,Provoked,N,Unspecified
1957-1976,USA,Florida ,Unprovoked,Y,Unspecified
1916-1936,USA,Florida,Unprovoked,N,Unspecified
1916-1936,USA,Florida,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Unspecified,Y,Unspecified
1957-1976,USA,Georgia,Unprovoked,Y,Unspecified
1916-1936,USA,Hawaii,Unprovoked,N,Unspecified
1916-1936,USA,New Jersey,Unprovoked,N,Unspecified
1916-1936,USA,Hawaii,Unprovoked,N,Unspecified
1916-1936,USA,South Carolina,Unprovoked,N,Unspecified
1957-1976,USA,California,Provoked,N,Afternoon
1957-1976,USA,Hawaii,Unprovoked,N,Unspecified
1916-1936,USA,New Jersey,Provoked,N,Afternoon
1957-1976,USA,California,Unprovoked,N,Morning
1957-1976,USA,Florida,Unprovoked,N,Evening
1957-1976,USA,Georgia,Unprovoked,N,Afternoon
1957-1976,USA,New Jersey,Unprovoked,N,Afternoon
1916-1936,USA,Massachusetts,Unprovoked,Y,Afternoon
1916-1936,USA,North Carolina,Provoked,N,Unspecified
1916-1936,USA,Hawaii,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Provoked,N,Evening
1957-1976,USA,Georgia,Unprovoked,N,Afternoon
1916-1936,USA,Hawaii,Unprovoked,N,Unspecified
1957-1976,USA,Hawaii,Unprovoked,N,Unspecified
1937-1956,USA,Texas,Provoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Unspecified
1937-1956,USA,Texas,Unprovoked,Y,Evening
1957-1976,USA,Florida,Unprovoked,N,Morning
1957-1976,USA,California,Unprovoked,N,Afternoon
1937-1956,USA,North Carolina,Unprovoked,Y,Unspecified
1957-1976,USA,Hawaii,Unprovoked,N,Unspecified
1957-1976,USA,Delaware,Unprovoked,N,Unspecified
1957-1976,USA,South Carolina,Unprovoked,Y,Unspecified
1957-1976,USA,Mississippi,Unprovoked,N,Unspecified
1957-1976,USA,Virginia,Provoked,N,Afternoon
1937-1956,USA,North Carolina,Provoked,N,Unspecified
1957-1976,USA,South Carolina,Provoked,N,Afternoon
1957-1976,USA,California,Provoked,N,Afternoon
1957-1976,USA,South Carolina,Unprovoked,N,Unspecified
1957-1976,USA,New Jersey,Unprovoked,N,Afternoon
1957-1976,USA,California,Unspecified,N,Unspecified
1916-1936,USA,California,Unprovoked,N,Unspecified
1957-1976,USA,US Virgin Islands,Unprovoked,Y,Unspecified
1957-1976,USA,New Jersey,Unprovoked,N,Unspecified
1916-1936,USA,Connecticut,Unprovoked,N,Unspecified
1916-1936,USA,South Carolina,Unprovoked,N,Unspecified
1916-1936,USA,California,Provoked,N,Unspecified
1957-1976,USA,South Carolina,Provoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Afternoon
1916-1936,USA,Florida,Unprovoked,Y,Unspecified
1916-1936,USA,Georgia,Unprovoked,N,Unspecified
1957-1976,USA,California,Unprovoked,Y,Evening
1957-1976,USA,Florida,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Afternoon
1957-1976,USA,California,Unprovoked,N,Afternoon
1957-1976,USA,New Jersey,Unprovoked,N,Afternoon
1957-1976,USA,South Carolina,Unprovoked,N,Afternoon
1957-1976,USA,Florida,Unspecified,Y,Unspecified
1916-1936,USA,California,Unprovoked,N,Unspecified
1916-1936,USA,New Jersey,Unprovoked,N,Unspecified
1916-1936,USA,California,Unspecified,Y,Unspecified
1957-1976,USA,Connecticut,Unprovoked,N,Afternoon
1916-1936,USA,California,Unspecified,Y,Unspecified
1957-1976,USA,Virginia,Unprovoked,N,Unspecified
1916-1936,USA,North Carolina,Unprovoked,Y,Evening
1957-1976,USA,California,Unprovoked,Y,Evening
1957-1976,USA,California,Unprovoked,Y,Evening
1957-1976,USA,Hawaii,Unprovoked,N,Unspecified
1957-1976,USA,California,Unprovoked,N,nigt
1916-1936,USA,Florida,Provoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Morning
1916-1936,USA,Florida,Unprovoked,Y,Unspecified
1957-1976,USA,Texas,Unspecified,Y,Unspecified
1957-1976,USA,California,Unprovoked,N,Afternoon
1957-1976,USA,Florida,Provoked,N,Morning
1916-1936,USA,Florida,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Morning
1957-1976,USA,Louisiana,Unprovoked,N,Unspecified
1957-1976,USA,Hawaii,Unprovoked,Y,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Evening
1957-1976,USA,Hawaii,Unprovoked,N,Unspecified
1916-1936,USA,Florida,Unprovoked,Y,Afternoon
1916-1936,USA,Hawaii,Provoked,N,Unspecified
1916-1936,USA,New Jersey,Unprovoked,N,Unspecified
1916-1936,USA,Hawaii,Unprovoked,Y,Unspecified
1957-1976,USA,California,Unprovoked,N,Morning
1916-1936,USA,Florida,Unprovoked,N,Unspecified
1916-1936,USA,Florida,Unprovoked,Y,Unspecified
1916-1936,USA,South Carolina,Unprovoked,N,Afternoon
1957-1976,USA,Texas,Unspecified,Y,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Afternoon
1916-1936,USA,Florida,Unprovoked,N,Afternoon
1957-1976,USA,South Carolina,Unprovoked,N,Morning
1957-1976,USA,Hawaii,Unprovoked,N,Afternoon
1916-1936,USA,Florida,Unprovoked,N,Evening
1916-1936,USA,New York,Unspecified,Y,Unspecified
1957-1976,USA,New York,Provoked,N,Afternoon
1957-1976,USA,Florida,Unprovoked,Y,Morning
1916-1936,USA,Florida,Unprovoked,Y,Unspecified
1916-1936,USA,Florida,Unprovoked,N,Unspecified
1916-1936,USA,Massachusetts,Provoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Afternoon
1916-1936,USA,Hawaii,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Provoked,N,Unspecified
1916-1936,USA,South Carolina,Unprovoked,N,Evening
1916-1936,USA,Puerto Rico,Unprovoked,Y,Unspecified
1916-1936,USA,Florida,Provoked,Y,Unspecified
1916-1936,USA,North Carolina,Unprovoked,N,Unspecified
1916-1936,USA,Florida,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Unspecified
1957-1976,USA,California,Unprovoked,N,Unspecified
1957-1976,USA,Hawaii,Unspecified,N,Unspecified
1957-1976,USA,California,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Unspecified,Y,Unspecified
1957-1976,USA,Florida,Provoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,Y,Unspecified
1997-2016,USA,Florida,Unprovoked,N,Unspecified
1977-1996,USA,Florida,Unprovoked,N,Unspecified
1997-2016,USA,Florida,Unprovoked,N,Evening
1997-2016,USA,Hawaii,Unprovoked,N,Unspecified
1957-1976,USA,California,Unprovoked,N,Afternoon
1997-2016,USA,South Carolina,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Provoked,N,Afternoon
1957-1976,USA,Florida,Unprovoked,Y,Unspecified
1957-1976,USA,Florida,Unprovoked,Y,Unspecified
1916-1936,USA,Florida,Provoked,N,Unspecified
1916-1936,USA,New Jersey,Unprovoked,N,Unspecified
1916-1936,USA,New Jersey,Unprovoked,Y,Afternoon
1916-1936,USA,New Jersey,Unprovoked,Y,Afternoon
1916-1936,USA,New Jersey,Unprovoked,Y,Morning
1916-1936,USA,New Jersey,Unprovoked,Y,Unspecified
1916-1936,USA,New Jersey,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Afternoon
1957-1976,USA,North Carolina,Unprovoked,N,Unspecified
1957-1976,USA,Oregon,Unprovoked,N,Afternoon
1916-1936,USA,New York,Unprovoked,N,Unspecified
1916-1936,USA,New York,Unspecified,N,Morning
1916-1936,USA,Louisiana,Unprovoked,N,Unspecified
1916-1936,USA,New Jersey,Provoked,N,Unspecified
1916-1936,USA,New Jersey,Provoked,N,Unspecified
1916-1936,USA,New Jersey,Provoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Unspecified
1957-1976,USA,South Carolina,Unprovoked,N,Afternoon
1957-1976,USA,South Carolina,Unprovoked,N,Afternoon
1957-1976,USA,Alabama,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Provoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Morning
1957-1976,USA,Florida,Unprovoked,N,Unspecified
1957-1976,USA,Pennsylvania,Provoked,N,Unspecified
1916-1936,USA,Florida,Unspecified,Y,Evening
1916-1936,USA,Florida,Unspecified,Y,Evening
1957-1976,USA,California,Unspecified,N,Unspecified
1916-1936,USA,Florida,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Unspecified
1916-1936,USA,New Jersey,Unspecified,Unknown,Unspecified
1937-1956,USA,California,Provoked,N,Unspecified
1916-1936,USA,Texas,Unprovoked,N,Unspecified
1916-1936,USA,Virginia,Unprovoked,Y,Unspecified
1916-1936,USA,New Jersey,Provoked,N,Unspecified
1916-1936,USA,Florida,Unprovoked,N,Unspecified
1916-1936,USA,Florida,Provoked,N,Unspecified
1916-1936,USA,Florida,Unprovoked,N,Afternoon
1916-1936,USA,Florida,Provoked,N,Unspecified
1916-1936,USA,South Carolina,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Afternoon
1916-1936,USA,Florida,Unprovoked,N,Unspecified
1957-1976,USA,Hawaii,Unprovoked,Y,Unspecified
1916-1936,USA,Texas,Unprovoked,N,Evening
1957-1976,USA,California,Unprovoked,N,Morning
1957-1976,USA,Florida,Unprovoked,N,-Morning
1957-1976,USA,California,Unprovoked,N,Afternoon
1957-1976,USA,California,Unprovoked,N,Afternoon
1957-1976,USA,California,Unprovoked,N,Morning
1916-1936,USA,Puerto Rico,Unprovoked,N,Unspecified
1957-1976,USA,California,Unprovoked,N,Morning
1957-1976,USA,Florida,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Morning
1957-1976,USA,Hawaii,Unprovoked,Y,Unspecified
1957-1976,USA,California,Unprovoked,N,Afternoon
1957-1976,USA,Florida,Unspecified,N,Afternoon
1916-1936,USA,Florida,Provoked,N,Evening
1916-1936,USA,California,Provoked,N,Unspecified
1916-1936,USA,South Carolina,Unprovoked,N,Unspecified
1916-1936,USA,Puerto Rico,Unprovoked,Y,non
1916-1936,USA,Florida,Unprovoked,N,Unspecified
1916-1936,USA,Puerto Rico,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Unspecified
1957-1976,USA,California,Unprovoked,N,Afternoon
1916-1936,USA,South Carolina,Unprovoked,N,Unspecified
1957-1976,USA,New Jersey,Unspecified,N,Morning
1916-1936,USA,Puerto Rico,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Unspecified
1957-1976,USA,California,Unspecified,Unknown,Unspecified
1916-1936,USA,Hawaii,Unprovoked,N,Afternoon
1916-1936,USA,Hawaii,Unprovoked,Y,Unspecified
1916-1936,USA,California,Unprovoked,N,
1957-1976,USA,Florida,Unprovoked,N,Afternoon
1916-1936,USA,New Jersey,Provoked,N,Unspecified
1957-1976,USA,California,Unprovoked,N,Afternoon
1916-1936,USA,New Jersey,Unprovoked,Y,Unspecified
1957-1976,USA,Oregon,Unprovoked,Y,Unspecified
1916-1936,USA,California,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Unspecified
1916-1936,USA,Puerto Rico,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Afternoon
1957-1976,USA,California,Unprovoked,N,Afternoon
1937-1956,USA,California,Provoked,N,Unspecified
1937-1956,USA,California,Unprovoked,Y,Unspecified
1937-1956,USA,South Carolina,Provoked,N,Unspecified
1937-1956,USA,South Carolina,Provoked,N,Unspecified
1937-1956,USA,Florida,Provoked,N,Unspecified
1957-1976,USA,Florida,Provoked,N,Unspecified
1937-1956,USA,Hawaii,Unprovoked,Y,Unspecified
1937-1956,USA,California,Unprovoked,Y,Afternoon
1937-1956,USA,Hawaii,Unprovoked,Y,Unspecified
1937-1956,USA,Florida,Unprovoked,N,Unspecified
1937-1956,USA,Hawaii,Provoked,N,Unspecified
1937-1956,USA,Texas,Unprovoked,N,Afternoon
1937-1956,USA,Hawaii,Unprovoked,N,Morning
1937-1956,USA,Florida,Unprovoked,N,Unspecified
1937-1956,USA,California,Provoked,N,Unspecified
1937-1956,USA,California,Provoked,N,Unspecified
1937-1956,USA,Hawaii,Unprovoked,Y,Morning
1937-1956,USA,Hawaii,Unprovoked,N,Unspecified
1957-1976,USA,US Virgin Islands,Provoked,N,Unspecified
1937-1956,USA,New York,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Provoked,N,Unspecified
1937-1956,USA,Georgia,Unprovoked,N,Unspecified
1937-1956,USA,California,Unprovoked,N,Unspecified
1957-1976,USA,California,Provoked,N,Unspecified
1957-1976,USA,New York,Unspecified,Y,Evening
1937-1956,USA,Hawaii,Unprovoked,N,Unspecified
1937-1956,USA,Hawaii,Unspecified,Y,Unspecified
1937-1956,USA,California,Provoked,N,Unspecified
1957-1976,USA,Delaware,Unspecified,N,Afternoon
1937-1956,USA,Florida,Unprovoked,N,Unspecified
1937-1956,USA,California,Unprovoked,N,Unspecified
1957-1976,USA,Hawaii,Provoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Afternoon
1937-1956,USA,Puerto Rico,Unprovoked,N,Morning
1957-1976,USA,Florida,Unprovoked,N,Afternoon
1957-1976,USA,California,Unprovoked,N,Afternoon
1937-1956,USA,Florida,Unprovoked,Y,Morning
1937-1956,USA,New York,Unprovoked,N,Unspecified
1937-1956,USA,Florida,Unprovoked,N,Unspecified
1937-1956,USA,Texas,Unspecified,Y,Unspecified
1937-1956,USA,Texas,Unprovoked,N,Unspecified
1937-1956,USA,California,Unprovoked,N,Afternoon
1957-1976,USA,California,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Afternoon
1957-1976,USA,Hawaii,Unspecified,Y,Unspecified
1957-1976,USA,New York,Provoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Afternoon
1957-1976,USA,California,Provoked,N,Afternoon
1937-1956,USA,California,Unprovoked,N,Morning
1957-1976,USA,Florida,Unprovoked,N,Afternoon
1957-1976,USA,Florida,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,Y,Unspecified
1957-1976,USA,Florida,Provoked,N,Afternoon
1957-1976,USA,Florida,Unprovoked,N,Afternoon
1957-1976,USA,Florida,Unprovoked,N,Afternoon
1937-1956,USA,Hawaii,Unprovoked,Y,Unspecified
1937-1956,USA,California,Unprovoked,N,Unspecified
1957-1976,USA,South Carolina,Unspecified,N,Afternoon
1957-1976,USA,Florida,Provoked,N,Afternoon
1957-1976,USA,Florida,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Provoked,N,Afternoon
1957-1976,USA,Florida,Unprovoked,N,Afternoon
1957-1976,USA,Florida,Provoked,N,Unspecified
1937-1956,USA,Florida,Unprovoked,Y,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Afternoon
1957-1976,USA,California,Provoked,N,Unspecified
1957-1976,USA,Texas,Unprovoked,N,Unspecified
1957-1976,USA,Texas,Unprovoked,N,Afternoon
1957-1976,USA,Florida,Unspecified,N,Unspecified
1957-1976,USA,Florida,Unspecified,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Afternoon
1957-1976,USA,California,Unspecified,Y,Afternoon
1957-1976,USA,Florida,Unprovoked,N,Morning
1957-1976,USA,Florida,Unprovoked,N,Morning
1957-1976,USA,Florida,Unspecified,N,Morning
1957-1976,USA,Puerto Rico,Unspecified,N,Morning
1957-1976,USA,Florida,Unprovoked,N,Afternoon
1957-1976,USA,Florida,Unprovoked,N,Afternoon
1957-1976,USA,Massachusetts,Unprovoked,N,Afternoon
1957-1976,USA,California,Unspecified,Y,Unspecified
1937-1956,USA,South Carolina,Unprovoked,N,Afternoon
1937-1956,USA,Florida,Unprovoked,N,Evening
1957-1976,USA,Florida,Unprovoked,N,Morning
1937-1956,USA,California,Provoked,N,Unspecified
1957-1976,USA,North Carolina,Unprovoked,Y,Afternoon
1957-1976,USA,Texas,Unprovoked,N,Unspecified
1937-1956,USA,California,Unprovoked,N,Afternoon
1957-1976,USA,California,Provoked,N,Unspecified
1957-1976,USA,Florida,Provoked,N,Unspecified
1937-1956,USA,Puerto Rico,Unprovoked,Y,Unspecified
1937-1956,USA,Florida,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Unspecified
1957-1976,USA,California,Unprovoked,Y,Afternoon
1957-1976,USA,Florida,Unprovoked,N,Unspecified
1957-1976,USA,Florida,Unprovoked,N,Afternoon
1957-1976,USA,Puerto Rico,Provoked,N,Evening
1937-1956,USA,Puerto Rico,Provoked,Y,Morning
1957-1976,USA,South Carolina,Provoked,N,Evening
1957-1976,USA,New Jersey,Unprovoked,N,Afternoon
1937-1956,USA,Virginia,Unprovoked,Unknown,Unspecified
1957-1976,USA,Florida,Unspecified,N,Morning
1957-1976,USA,New Jersey,Provoked,N,Afternoon
1957-1976,USA,Florida,Provoked,N,Morning
1937-1956,USA,Virginia,Unprovoked,Y,Unspecified
1957-1976,USA,Texas,Unprovoked,N,Afternoon
1957-1976,USA,Florida,Provoked,N,Unspecified
1937-1956,USA,Wake Island,Unprovoked,N,Afternoon
1937-1956,USA,Illinois,Unspecified,N,Unspecified
1937-1956,USA,Florida,Unprovoked,Unknown,Unspecified
1957-1976,USA,Florida,Unspecified,N,Afternoon
1957-1976,USA,Puerto Rico,Unprovoked,N,Afternoon
1957-1976,USA,Florida,Provoked,N,Unspecified
1937-1956,USA,California,Unprovoked,N,Afternoon
1937-1956,USA,California,Unprovoked,N,Unspecified
1937-1956,USA,Virginia,Provoked,N,Unspecified
